paper_title,paper_link,conference,year,repo_link,repo_star,last_update
Triplet Loss in Siamese Network for Object Tracking,http://openaccess.thecvf.com/content_ECCV_2018/html/Xingping_Dong_Triplet_Loss_with_ECCV_2018_paper.html,ECCV,2018,https://github.com/shenjianbing/TripletTracking,17,1/2/2019
Learning Generative ConvNets via Multi-Grid Modeling and Sampling,http://openaccess.thecvf.com/content_cvpr_2018/papers/Gao_Learning_Generative_ConvNets_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ruiqigao/Multigrid_learning,17,1/2/2019
Explainable Neural Computation via Stack Neural Module Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Ronghang_Hu_Explainable_Neural_Computation_ECCV_2018_paper.html,ECCV,2018,https://github.com/ronghanghu/snmn,29,1/2/2019
FeaStNet: Feature-Steered Graph Convolutions for 3D Shape Analysis,http://openaccess.thecvf.com/content_cvpr_2018/papers/Verma_FeaStNet_Feature-Steered_Graph_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/nitika-verma/FeaStNet,18,1/2/2019
Deep Future Gaze: Gaze Anticipation on Egocentric Videos Using Adversarial Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_Deep_Future_Gaze_CVPR_2017_paper.html,CVPR,2017,https://github.com/Mengmi/deepfuturegaze_gan,17,1/2/2019
3D Steerable CNNs: Learning Rotationally Equivariant Features in Volumetric Data,https://arxiv.org/abs/1807.02547,NIPS,2018,https://github.com/mariogeiger/se3cnn,33,1/2/2019
FALKON: An Optimal Large Scale Kernel Method,http://papers.nips.cc/paper/6978-falkon-an-optimal-large-scale-kernel-method.pdf,NIPS,2017,https://github.com/LCSL/FALKON_paper,17,1/2/2019
Towards Faster Training of Global Covariance Pooling Networks by Iterative Matrix Square Root Normalization,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Towards_Faster_Training_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jiangtaoxie/fast-MPN-COV,40,1/2/2019
Simultaneous Feature Learning and Hash Coding With Deep Neural Networks,http://openaccess.thecvf.com/content_cvpr_2015/html/Lai_Simultaneous_Feature_Learning_2015_CVPR_paper.html,CVPR,2015,https://github.com/HYPJUDY/caffe-dnnh,16,1/2/2019
POSEidon: Face-From-Depth for Driver Pose Estimation,http://openaccess.thecvf.com/content_cvpr_2017/html/Borghi_POSEidon_Face-From-Depth_for_CVPR_2017_paper.html,CVPR,2017,https://github.com/gdubrg/POSEidon-Biwi,20,1/2/2019
Semantic Segmentation With Boundary Neural Fields,http://openaccess.thecvf.com/content_cvpr_2016/html/Bertasius_Semantic_Segmentation_With_CVPR_2016_paper.html,CVPR,2016,https://github.com/gberta/BNF_globalization,19,1/2/2019
InfoGAIL: Interpretable Imitation Learning from Visual Demonstrations,http://papers.nips.cc/paper/6971-infogail-interpretable-imitation-learning-from-visual-demonstrations.pdf,NIPS,2017,https://github.com/ermongroup/infogail,20,1/2/2019
Neural system identification for large populations separating “what” and “where”,http://papers.nips.cc/paper/6942-neural-system-identification-for-large-populations-separating-what-and-where.pdf,NIPS,2017,https://github.com/david-klindt/NIPS2017,17,1/2/2019
Zero-Inflated Exponential Family Embeddings,http://proceedings.mlr.press/v70/liu17a.html,ICML,2017,https://github.com/blei-lab/zero-inflated-embedding,20,1/2/2019
Visual Question Reasoning on General Dependency Tree,http://openaccess.thecvf.com/content_cvpr_2018/papers/Cao_Visual_Question_Reasoning_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/bezorro/ACMN-Pytorch,17,1/2/2019
Deep Unsupervised Similarity Learning Using Partially Ordered Sets,http://openaccess.thecvf.com/content_cvpr_2017/html/Bautista_Deep_Unsupervised_Similarity_CVPR_2017_paper.html,CVPR,2017,https://github.com/asanakoy/deep_unsupervised_posets,17,1/2/2019
Disentangling Factors of Variation with Cycle-Consistent Variational Auto-Encoders,http://openaccess.thecvf.com/content_ECCV_2018/html/Ananya_Harsh_Jha_Disentangling_Factors_of_ECCV_2018_paper.html,ECCV,2018,https://github.com/ananyahjha93/cycle-consistent-vae,19,1/2/2019
Unpaired Image-To-Image Translation Using Cycle-Consistent Adversarial Networks,http://openaccess.thecvf.com/content_iccv_2017/html/Zhu_Unpaired_Image-To-Image_Translation_ICCV_2017_paper.html,ICCV,2017,https://github.com/adepierre/Caffe_CycleGAN,20,1/2/2019
Zero-Shot Visual Recognition Using Semantics-Preserving Adversarial Embedding Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_Zero-Shot_Visual_Recognition_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zjuchenlong/sp-aen.cvpr18,20,1/2/2019
Weakly-Supervised Action Segmentation With Iterative Soft Boundary Assignment,http://openaccess.thecvf.com/content_cvpr_2018/papers/Ding_Weakly-Supervised_Action_Segmentation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Zephyr-D/TCFPN-ISBA,16,1/2/2019
Label Distribution Learning Forests,http://papers.nips.cc/paper/6685-label-distribution-learning-forests.pdf,NIPS,2017,https://github.com/shenwei1231/caffe-LDLForests,16,1/2/2019
Shallow Updates for Deep Reinforcement Learning,http://papers.nips.cc/paper/6906-shallow-updates-for-deep-reinforcement-learning.pdf,NIPS,2017,https://github.com/Shallow-Updates-for-Deep-RL/Shallow_Updates_for_Deep_RL,15,1/2/2019
Learning Spherical Convolution for Fast Features from 360° Imagery,http://papers.nips.cc/paper/6656-learning-spherical-convolution-for-fast-features-from-360-imagery.pdf,NIPS,2017,https://github.com/sammy-su/Spherical-Convolution,22,1/2/2019
Bottom-Up and Top-Down Reasoning With Hierarchical Rectified Gaussians,http://openaccess.thecvf.com/content_cvpr_2016/html/Hu_Bottom-Up_and_Top-Down_CVPR_2016_paper.html,CVPR,2016,https://github.com/peiyunh/rg-mpii,16,1/2/2019
"Chained Multi-Stream Networks Exploiting Pose, Motion, and Appearance for Action Classification and Detection",http://openaccess.thecvf.com/content_iccv_2017/html/Zolfaghari_Chained_Multi-Stream_Networks_ICCV_2017_paper.html,ICCV,2017,https://github.com/mzolfaghari/chained-multistream-networks,19,1/2/2019
BIER - Boosting Independent Embeddings Robustly,http://openaccess.thecvf.com/content_iccv_2017/html/Opitz_BIER_-_Boosting_ICCV_2017_paper.html,ICCV,2017,https://github.com/mop/bier,18,1/2/2019
Seeing 3D Chairs: Exemplar Part-based 2D-3D Alignment using a Large Dataset of CAD Models,http://openaccess.thecvf.com/content_cvpr_2014/html/Aubry_Seeing_3D_Chairs_2014_CVPR_paper.html,CVPR,2014,https://github.com/mathieuaubry/seeing3Dchairs,15,1/2/2019
Deep One-Class Classification,http://proceedings.mlr.press/v80/ruff18a.html,ICML,2018,https://github.com/lukasruff/Deep-SVDD,34,1/2/2019
Coded Sparse Matrix Multiplication,http://proceedings.mlr.press/v80/wang18e.html,ICML,2018,https://github.com/ksopyla/CudaDotProd,16,1/2/2019
Product Sparse Coding,http://openaccess.thecvf.com/content_cvpr_2014/html/Ge_Product_Sparse_Coding_2014_CVPR_paper.html,CVPR,2014,https://github.com/ksopyla/CudaDotProd,16,1/2/2019
Learning Descriptor Networks for 3D Shape Synthesis and Analysis,http://openaccess.thecvf.com/content_cvpr_2018/papers/Xie_Learning_Descriptor_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jianwen-xie/3DDescriptorNet,19,1/2/2019
Automatic Discovery of the Statistical Types of Variables in a Dataset,http://proceedings.mlr.press/v70/valera17a.html,ICML,2017,https://github.com/ivaleraM/DataTypes,15,1/2/2019
3D Object Reconstruction From Hand-Object Interactions,http://openaccess.thecvf.com/content_iccv_2015/html/Tzionas_3D_Object_Reconstruction_ICCV_2015_paper.html,ICCV,2015,https://github.com/dimtziwnas/InHandScanningICCV15_Reconstruction,15,1/2/2019
Structure From Motion With Objects,http://openaccess.thecvf.com/content_cvpr_2016/html/Crocco_Structure_From_Motion_CVPR_2016_paper.html,CVPR,2016,https://github.com/danylaksono/Android-SfM-client,17,1/2/2019
EPINET: A Fully-Convolutional Neural Network Using Epipolar Geometry for Depth From Light Field Images,http://openaccess.thecvf.com/content_cvpr_2018/papers/Shin_EPINET_A_Fully-Convolutional_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/chshin10/epinet,18,1/2/2019
Deep Learning with Topological Signatures,http://papers.nips.cc/paper/6761-deep-learning-with-topological-signatures.pdf,NIPS,2017,https://github.com/c-hofer/nips2017,17,1/2/2019
Conditional Image-Text Embedding Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Bryan_Plummer_Conditional_Image-Text_Embedding_ECCV_2018_paper.html,ECCV,2018,https://github.com/BryanPlummer/cite,18,1/2/2019
Functional Gradient Boosting based on Residual Network Perception,http://proceedings.mlr.press/v80/nitanda18a.html,ICML,2018,https://github.com/anitan0925/ResFGB,16,1/2/2019
Deep Multitask Architecture for Integrated 2D and 3D Human Sensing,http://openaccess.thecvf.com/content_cvpr_2017/html/Popa_Deep_Multitask_Architecture_CVPR_2017_paper.html,CVPR,2017,https://github.com/alinionutpopa/dmhs,16,1/2/2019
Action Sets: Weakly Supervised Action Segmentation Without Ordering Constraints,http://openaccess.thecvf.com/content_cvpr_2018/papers/Richard_Action_Sets_Weakly_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/alexanderrichard/action-sets,14,1/2/2019
Grounding Referring Expressions in Images by Variational Context,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_Grounding_Referring_Expressions_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yuleiniu/vc,15,1/2/2019
Automatic Spatially-Aware Fashion Concept Discovery,http://openaccess.thecvf.com/content_iccv_2017/html/Han_Automatic_Spatially-Aware_Fashion_ICCV_2017_paper.html,ICCV,2017,https://github.com/xthan/fashion-200k,20,1/2/2019
Single-Image Crowd Counting via Multi-Column Convolutional Neural Network,http://openaccess.thecvf.com/content_cvpr_2016/html/Zhang_Single-Image_Crowd_Counting_CVPR_2016_paper.html,CVPR,2016,https://github.com/uestcchicken/crowd-counting-MCNN,19,1/2/2019
Learning Proximal Operators: Using Denoising Networks for Regularizing Inverse Imaging Problems,http://openaccess.thecvf.com/content_iccv_2017/html/Meinhardt_Learning_Proximal_Operators_ICCV_2017_paper.html,ICCV,2017,https://github.com/tum-vision/learn_prox_ops,15,1/2/2019
A Spectral Approach to Gradient Estimation for Implicit Distributions,http://proceedings.mlr.press/v80/shi18a.html,ICML,2018,https://github.com/thjashin/spectral-stein-grad,17,1/2/2019
Toward Characteristic-Preserving Image-based Virtual Try-On Network,http://openaccess.thecvf.com/content_ECCV_2018/html/Bochao_Wang_Toward_Characteristic-Preserving_Image-based_ECCV_2018_paper.html,ECCV,2018,https://github.com/sergeywong/cp-vton,29,1/2/2019
Large Scale Fine-Grained Categorization and Domain-Specific Transfer Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Cui_Large_Scale_Fine-Grained_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/richardaecn/cvpr18-inaturalist-transfer,31,1/2/2019
Weakly- and Semi-Supervised Panoptic Segmentation,http://openaccess.thecvf.com/content_ECCV_2018/html/Anurag_Arnab_Weakly-_and_Semi-Supervised_ECCV_2018_paper.html,ECCV,2018,https://github.com/qizhuli/Weakly-Supervised-Panoptic-Segmentation,46,1/2/2019
Quantized Convolutional Neural Networks for Mobile Devices,http://openaccess.thecvf.com/content_cvpr_2016/html/Wu_Quantized_Convolutional_Neural_CVPR_2016_paper.html,CVPR,2016,https://github.com/OluwoleOyetoke/Computer_Vision_Using_TensorFlowLite,20,1/2/2019
Fully-Adaptive Feature Sharing in Multi-Task Networks With Applications in Person Attribute Classification,http://openaccess.thecvf.com/content_cvpr_2017/html/Lu_Fully-Adaptive_Feature_Sharing_CVPR_2017_paper.html,CVPR,2017,https://github.com/luyongxi/deep_share,19,1/2/2019
StyleBank: An Explicit Representation for Neural Image Style Transfer,http://openaccess.thecvf.com/content_cvpr_2017/html/Chen_StyleBank_An_Explicit_CVPR_2017_paper.html,CVPR,2017,https://github.com/jxcodetw/Stylebank,16,1/2/2019
ISTA-Net: Interpretable Optimization-Inspired Deep Network for Image Compressive Sensing,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_ISTA-Net_Interpretable_Optimization-Inspired_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jianzhangcs/ISTA-Net,22,1/2/2019
Spatially-Varying Blur Detection Based on Multiscale Fused and Sorted Transform Coefficients of Gradient Magnitudes,http://openaccess.thecvf.com/content_cvpr_2017/html/Golestaneh_Spatially-Varying_Blur_Detection_CVPR_2017_paper.html,CVPR,2017,https://github.com/isalirezag/HiFST,16,1/2/2019
Predicting Gaze in Egocentric Video by Learning Task-dependent Attention Transition,http://openaccess.thecvf.com/content_ECCV_2018/html/Huang_Predicting_Gaze_in_ECCV_2018_paper.html,ECCV,2018,https://github.com/hyf015/egocentric-gaze-prediction,16,1/2/2019
Unsupervised Geometry-Aware Representation for 3D Human Pose Estimation,http://openaccess.thecvf.com/content_ECCV_2018/html/Helge_Rhodin_Unsupervised_Geometry-Aware_Representation_ECCV_2018_paper.html,ECCV,2018,https://github.com/hrhodin/UnsupervisedGeometryAwareRepresentationLearning,37,1/2/2019
RoomNet: End-To-End Room Layout Estimation,http://openaccess.thecvf.com/content_iccv_2017/html/Lee_RoomNet_End-To-End_Room_ICCV_2017_paper.html,ICCV,2017,https://github.com/GitBoSun/roomnet,17,1/2/2019
Federated Multi-Task Learning,http://papers.nips.cc/paper/7029-federated-multi-task-learning.pdf,NIPS,2017,https://github.com/gingsmith/fmtl,16,1/2/2019
Revisiting Deep Intrinsic Image Decompositions,http://openaccess.thecvf.com/content_cvpr_2018/papers/Fan_Revisiting_Deep_Intrinsic_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/fqnchina/IntrinsicImage,17,1/2/2019
Few-Shot Learning Through an Information Retrieval  Lens,http://papers.nips.cc/paper/6820-few-shot-learning-through-an-information-retrieval-lens.pdf,NIPS,2017,https://github.com/eleniTriantafillou/few_shot_mAP_public,16,1/2/2019
Learning Temporal Embeddings for Complex Video Analysis,http://openaccess.thecvf.com/content_iccv_2015/html/Ramanathan_Learning_Temporal_Embeddings_ICCV_2015_paper.html,ICCV,2015,https://github.com/eevignesh/videovector,14,1/2/2019
Streaming Weak Submodularity: Interpreting Neural Networks on the Fly,http://papers.nips.cc/paper/6993-streaming-weak-submodularity-interpreting-neural-networks-on-the-fly.pdf,NIPS,2017,https://github.com/eelenberg/streak,14,1/2/2019
Structure-Measure: A New Way to Evaluate Foreground Maps,http://openaccess.thecvf.com/content_iccv_2017/html/Fan_Structure-Measure_A_New_ICCV_2017_paper.html,ICCV,2017,https://github.com/DengPingFan/S-measure,15,1/2/2019
Stacked Conditional Generative Adversarial Networks for Jointly Learning Shadow Detection and Shadow Removal,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_Stacked_Conditional_Generative_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/DeepInsight-PCALab/ST-CGAN,20,1/2/2019
Structured Feature Selection,http://openaccess.thecvf.com/content_iccv_2015/html/Gao_Structured_Feature_Selection_ICCV_2015_paper.html,ICCV,2015,https://github.com/csliangdu/FSASL,17,1/2/2019
Convolutional Sequence to Sequence Model for Human Dynamics,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Convolutional_Sequence_to_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/chaneyddtt/Convolutional-Sequence-to-Sequence-Model-for-Human-Dynamics,15,1/2/2019
Bayesian Optimization of Combinatorial Structures,http://proceedings.mlr.press/v80/baptista18a.html,ICML,2018,https://github.com/baptistar/BOCS,18,1/2/2019
Off-policy evaluation for slate recommendation,http://papers.nips.cc/paper/6954-off-policy-evaluation-for-slate-recommendation.pdf,NIPS,2017,https://github.com/adith387/slates_semisynth_expts,15,1/2/2019
Interactive Segmentation on RGBD Images via Cue Selection,http://openaccess.thecvf.com/content_cvpr_2016/html/Feng_Interactive_Segmentation_on_CVPR_2016_paper.html,CVPR,2016,https://github.com/ZVsion/rgbd_image_segmentation,14,1/2/2019
Weakly Supervised Affordance Detection,http://openaccess.thecvf.com/content_cvpr_2017/html/Sawatzky_Weakly_Supervised_Affordance_CVPR_2017_paper.html,CVPR,2017,https://github.com/ykztawas/Weakly-Supervised-Affordance-Detection,13,1/2/2019
3DFeat-Net: Weakly Supervised Local 3D Features for Point Cloud Registration,http://openaccess.thecvf.com/content_ECCV_2018/html/Zi_Jian_Yew_3DFeat-Net_Weakly_Supervised_ECCV_2018_paper.html,ECCV,2018,https://github.com/yewzijian/3DFeatNet,27,1/2/2019
Towards Human-Machine Cooperation: Self-Supervised Sample Mining for Object Detection,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_Towards_Human-Machine_Cooperation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yanxp/SSM,13,1/2/2019
Captioning Images With Diverse Objects,http://openaccess.thecvf.com/content_cvpr_2017/html/Venugopalan_Captioning_Images_With_CVPR_2017_paper.html,CVPR,2017,https://github.com/vsubhashini/noc,15,1/2/2019
NAG: Network for Adversary Generation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Mopuri_NAG_Network_for_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/val-iisc/nag,16,1/2/2019
Variational Dropout Sparsifies Deep Neural Networks,http://proceedings.mlr.press/v70/molchanov17a.html,ICML,2017,https://github.com/soskek/variational_dropout_sparsifies_dnn,15,1/2/2019
Fast Video Object Segmentation by Reference-Guided Mask Propagation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Oh_Fast_Video_Object_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/seoungwugoh/RGMP,27,1/2/2019
Oriented Edge Forests for Boundary Detection,http://openaccess.thecvf.com/content_cvpr_2015/html/Hallman_Oriented_Edge_Forests_2015_CVPR_paper.html,CVPR,2015,https://github.com/samhallman/oef,13,1/2/2019
Learning to See by Moving,http://openaccess.thecvf.com/content_iccv_2015/html/Agrawal_Learning_to_See_ICCV_2015_paper.html,ICCV,2015,https://github.com/pulkitag/learning-to-see-by-moving,14,1/2/2019
Multi-Scale Weighted Nuclear Norm Image Restoration,http://openaccess.thecvf.com/content_cvpr_2018/papers/Yair_Multi-Scale_Weighted_Nuclear_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/noamyairTC/MSWNNM,14,1/2/2019
"Total Capture: A 3D Deformation Model for Tracking Faces, Hands, and Bodies",http://openaccess.thecvf.com/content_cvpr_2018/papers/Joo_Total_Capture_A_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Myzhencai/Total-Capture,17,1/2/2019
Recurrent 3D Pose Sequence Machines,http://openaccess.thecvf.com/content_cvpr_2017/html/Lin_Recurrent_3D_Pose_CVPR_2017_paper.html,CVPR,2017,https://github.com/MudeLin/RPSM,15,1/2/2019
Hierarchical Relational Networks for Group Activity Recognition and Retrieval,http://openaccess.thecvf.com/content_ECCV_2018/html/Mostafa_Ibrahim_Hierarchical_Relational_Networks_ECCV_2018_paper.html,ECCV,2018,https://github.com/mostafa-saad/hierarchical-relational-network,22,1/2/2019
